No.,Jenis Perkara,Usia Penggugat,Usia Tergugat,Pendidikan Terakhir Penggugat,Pendidikan Terakhir Tergugat,Pekerjaan Penggugat,Pekerjaan tergugat,Usia Pernikahan,jumlah anak,Alasan Perceraian,Hasil putusan perkara
2081,CG,23,23,SMA,SD,Karyawan,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2082,CG,26,36,SMK,SMA,Penjual Minuman,Buruh Harian,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2083,CG,28,32,SMP,SD,t.a,Supir,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2084,CG,27,30,SD,SMA,Karyawan,Buruh Bangunan,6,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2085,CG,46,59,SD,SD,Penjual Barang Campuran,Supir,29,6,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2086,CG,31,37,SMA,SMA,t.a,Karyawan PT,10,2,Meninggalkan Salah Satu Pihak,Cerai
2087,CG,45,53,SD,SD,t.a,Penjual ES,24,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2088,CT,43,42,SMP,SMP,Karyawan PT,t.a,22,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2089,CT,35,34,SD,SD,Penjual Ikan,t.a,20,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2090,CG,23,32,SMA,SMA,t.a,Penjual Barang Campuran,4,0,Ekonomi,Cerai
2091,CG,46,50,SMA,SMA,Honorer,Kepala Lingkungan,25,4,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2092,CT,34,26,SMP,SMA,Pemilik Toko HP,t.a,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2093,CG,23,41,SMA,SMA,t.a,t.a,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2094,CT,36,51,SMU,S1,Karyawan PT,PNS,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2095,CG,39,39,SMA,SD,t.a,Buruh Bangunan,18,2,Meninggalkan Salah Satu Pihak,Cerai
2096,CG,26,30,SMP,SMA,t.a,Karyawan PT,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2097,CG,49,49,S2,S1,Dosen,t.a,22,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2098,CG,53,57,S1,S1,PNS,Wartawan,27,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2099,CG,50,57,S1,SMA,PNS,Penjual Ayam Potong,30,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2100,CG,43,48,S1,SMA,PNS,Petani,22,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2101,CT,68,58,SMA,SMA,Pensiunan,PNS,39,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2102,CT,27,33,SD,SD,Petani,t.a,8,1,Ekonomi,Cerai
2103,CG,30,32,SMK,SMA,Karyawan CV,Bengkel Mobil,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2104,CG,31,45,SMA,SMA,t.a,Penjual Sepatu,13,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2105,CG,23,25,SMP,SD,Karyawan PT,Buruh Harian,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2106,CG,31,32,S1,SMU,Penjual Online,Supir,4,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2107,CT,41,40,SMA,SMP,Karyawan CV,t.a,10,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2108,CG,47,49,SD,SD,t.a,Petani,34,8,Meninggalkan Salah Satu Pihak,Cerai
2109,CG,25,33,SD,SMP,t.a,Petani,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2110,CG,98,28,SMA,SMA,Penjual Online,Supir,2,0,Meninggalkan Salah Satu Pihak,Cerai
2111,CG,24,24,SMP,SD,t.a,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2112,CG,29,31,SMP,SMP,Penjual Pakaian,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2113,CG,44,48,SD,SD,t.a,Supir,24,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2114,CG,50,54,SMA,S1,Penjual Kosmetik,Konsultan Proyek,16,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2115,CG,24,32,SD,SD,ART,Buruh Bangunan,7,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2116,CG,22,24,SD,SD,t.a,Buruh Harian,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2117,CG,51,52,SMA,SMA,t.a,Penjual Ikan,28,0,Meninggalkan Salah Satu Pihak,Cerai
2118,CG,27,28,SD,SD,t.a,Buruh Bangunan,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2119,CT,31,32,SD,SD,Nelayan,t.a,13,2,Meninggalkan Salah Satu Pihak,Cerai
2120,CG,41,37,SD,SMA,Struktur Senam,Security,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2121,CG,47,39,S1,SMP,PNS,Buruh Harian,19,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2122,CG,26,27,SD,SD,t.a,Petani,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2123,CG,20,22,SMP,SMP,t.a,Buruh Bangunan,5,2,Ekonomi,Cerai
2124,CG,31,29,SMP,SD,t.a,Buruh Harian,7,1,Meninggalkan Salah Satu Pihak,Cerai
2125,CG,32,39,SD,SD,t.a,Penjual Obat Herbal,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2126,CG,39,44,SD,SD,t.a,Petani,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2127,CG,24,32,SMP,SD,t.a,Petani,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2128,CG,28,38,SD,SD,t.a,Petani,11,0,Ekonomi,Cerai
2129,CT,31,20,SMA,SMA,Security,t.a,3,0,Meninggalkan Salah Satu Pihak,Cerai
2130,CT,43,41,S1,SLTA,PNS,PNS,16,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2131,CT,50,45,SD,SD,Karyawan PT,t.a,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2132,CT,23,21,SD,SD,t.a,t.a,3,0,Ekonomi,Cerai
2133,CT,32,37,SD,SMP,Penjual Ikan,t.a,13,4,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2134,CG,56,47,SMA,SMA,Penjual Pakaian,t.a,8,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2135,CT,25,26,SMA,D3,Karyawan PT,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2136,CG,40,51,SMP,S1,Karyawan,t.a,23,2,Ekonomi,Cerai
2137,CG,21,21,SMK,SMK,t.a,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2138,CT,51,45,S1,SMU,Penjual Barang Campuran,t.a,16,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2139,CT,48,47,D3,D3,t.a,t.a,25,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2140,CT,34,24,SMA,SMA,t.a,Petani,7,0,Meninggalkan Salah Satu Pihak,Cerai
2141,CG,27,32,SD,SMA,t.a,Karyawan,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2142,CT,36,30,SMA,SMP,Security,t.a,11,3,Meninggalkan Salah Satu Pihak,Cerai
2143,CG,28,32,SMK,SMA,Karyawan PT,Karyawan Hotel,4,0,Ekonomi,Cerai
2144,CG,25,29,SMA,SD,Karyawan,Supir,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2145,CG,34,45,S2,SMU,Dosen,t.a,15,4,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2146,CG,21,27,SMP,SD,t.a,Petani,3,2,Mabuk,Cerai
2147,CG,26,28,SMA,SD,Karyawan CV,Buruh Bangunan,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2148,CG,30,33,SMP,SMA,t.a,Karyawan PT,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2149,CG,18,28,SD,SD,Karyawan PT,Buruh Bangunan,1,0,Meninggalkan Salah Satu Pihak,Cerai
2150,CT,37,38,SD,SD,Petani,t.a,17,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2151,CG,46,42,S1,STM,Pemilik Butik,Jual Beli Mobil,14,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2152,CG,24,24,SMK,SD,Karyawan RM,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2153,CG,29,31,SD,SD,t.a,Petani,23,2,Meninggalkan Salah Satu Pihak,Cerai
2154,CT,24,23,SMP,SMP,Karyawan PT,t.a,5,0,Meninggalkan Salah Satu Pihak,Cerai
2155,CT,45,34,SD,SD,Supir,t.a,18,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2156,CT,123,44,SMA,SD,Petani,Penjual Pakaian,25,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2157,CG,38,39,SD,SD,t.a,Nelayan,21,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2158,CG,37,51,SD,SD,t.a,Buruh Harian,12,0,Meninggalkan Salah Satu Pihak,Cerai
2159,CG,49,54,SD,SD,Penjual Bakso,t.a,8,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2160,CG,35,41,SMP,SD,Karyawan PT,Supir,16,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2161,CG,31,35,SMK,SMA,t.a,Bengkel Motor,11,1,Meninggalkan Salah Satu Pihak,Cerai
2162,CT,44,42,SMP,SMP,Penjual Kosmetik,t.a,23,8,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2163,CG,26,32,SLTA,SLTA,t.a,t.a,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2164,CG,50,57,SMA,SD,Penjual Makanan,Supir,21,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2165,CG,29,35,S1,D3,t.a,Desain Grafik,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2166,CT,33,28,SMA,Sd,Penjual Ikan,t.a,10,2,Meninggalkan Salah Satu Pihak,Cerai
2167,CT,24,23,SMA,SMP,Buruh Harian,t.a,7,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2168,CT,46,46,SD,SD,Petani,t.a,10,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2169,CG,21,39,SMA,SMA,Karyawan Mall,Bengkel Mobil,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2170,CT,28,30,SMA,SD,Buruh Harian,t.a,7,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2171,CG,21,31,SMA,S1,Penjual Online,Polri,7 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2172,CG,42,42,SMP,SMA,t.a,Buruh Harian,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2173,CG,26,27,D4,SMA,Honorer,Karyawan PT,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2174,CG,23,24,SMP,SMP,t.a,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2175,CG,23,40,SMA,S1,Karyawan PT,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2176,CG,32,39,SMA,S1,t.a,Karyawan,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2177,CT,32,29,SMA,Sd,Supir,t.a,1,2,Meninggalkan Salah Satu Pihak,Cerai
2178,CG,26,34,SMA,SMA,Penjual Pakaian,Buruh Harian,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2179,CG,25,29,SMA,SMA,Karyawan Toko,Karyawan PT,6 Bulan,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2180,CG,38,46,SMP,STM,t.a,Penjual Barang Campuran,19,3,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2181,CG,32,33,D3,S1,t.a,Kontraktor,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2182,CG,24,24,SD,SD,Karyawan PT,Buruh Harian,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2183,CG,42,35,SMA,SMA,t.a,Karyawan PT,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2184,CT,34,26,SMP,SMA,Pemilik Toko HP,t.a,7,2,Meninggalkan Salah Satu Pihak,Cerai
2185,CG,27,29,SMP,SD,t.a,Supir,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2186,CG,44,44,SD,SMA,t.a,Peternak Ayam,24,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2187,CG,29,32,SMP,SMK,Penjual Barang Campuran,t.a,10,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2188,CG,23,44,SD,SMP,t.a,Ojek Bentor,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2189,CG,43,46,S1,SMU,Honorer,Operator,23,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2190,CG,39,42,SMA,SMA,t.a,Karyawan PT,14,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2191,CT,39,39,SMK,S1,t.a,PNS,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2192,CG,32,33,SD,SMP,Karyawan PT,Buruh Bangunan,13,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2193,CT,46,45,SD,SD,Petani,t.a,27,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2194,CG,47,39,S1,SMP,PNS,Buruh Harian,19,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2195,CG,29,34,SD,SD,t.a,Petani,10,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2196,CG,29,46,SD,SMA,t.a,Photografer,5,1,Meninggalkan Salah Satu Pihak,Cerai
2197,CG,49,49,SMA,SMA,Wiraswasta,t.a,26,2,Dihukum Penjara,Cerai
2198,CG,37,35,SMP,SMP,t.a,Pelayaran,4,1,Meninggalkan Salah Satu Pihak,Cerai
2199,CG,32,39,SD,SD,t.a,Penjual Obat Herbal,12,2,Meninggalkan Salah Satu Pihak,Cerai
2200,CT,37,28,t.a,t.a,Wiraswasta,t.a,1,-,Meninggalkan Salah Satu Pihak,Cerai
2201,CG,20,25,SMA,SD,t.a,Supir,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2202,CG,28,33,SMP,SMA,Karyawan PT,t.a,2017,2,Meninggalkan Salah Satu Pihak,Cerai
2203,CT,35,37,SMP,SMP,Mandor Bangunan,t.a,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2204,CG,41,45,SMP,SD,Karyawan PT,Buruh Bangunan,20,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2205,CG,32,31,SMA,SD,Wiraswasta,Supir,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2206,CT,30,23,SMA,SMP,Pengusaha Galon,Wiraswasta,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2207,CG,38,33,D2,SMA,Penjual Boneka,t.a,11,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2208,CG,50,52,SMA,SMA,t.a,PNS,33,6,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2209,CT,41,39,S1,S2,Pengawas SPBU,PNS,13,5,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2210,CT,59,37,SD,SD,Petani,t.a,4,0,Meninggalkan Salah Satu Pihak,Cerai
2211,CG,21,26,SMA,SD,t.a,Supir,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2212,CG,26,27,SMA,SMA,Karyawan,Wiraswasta,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2213,CG,34,27,S2,S1,Dosen,Honorer,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2214,CG,29,38,SMA,SMA,t.a,Kontraktor,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2215,CG,31,38,SMA,SMU,Karyawan,Security,11,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2216,CG,22,30,SMA,SD,Karyawan Mall,Karyawan,6,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2217,CG,28,30,SD,SD,Karyawan PT,Penjual Minuman,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2218,CG,38,31,SMA,SD,Karyawan CV,Buruh Bangunan,1,0,Meninggalkan Salah Satu Pihak,Cerai
2219,CG,29,35,SMP,SD,t.a,Tukang Emas,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2220,CG,46,46,SMA,SMP,Penjual Pakaian,t.a,4,0,Meninggalkan Salah Satu Pihak,Cerai
2221,CG,39,48,SMU,SMA,Penjual Barang Campuran,Karyawan PT,18,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2222,CG,33,23,SMA,SMK,Karyawan PT,Pelaut,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2223,CG,33,38,SMP,SMA,Karyawan,Asisten Dokter Gigi,11,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2224,CG,35,39,SMP,SMA,t.a,Pemilik CV,12,3,Meninggalkan Salah Satu Pihak,Cerai
2225,CG,24,29,SMK,SMA,Karyawan,Karyawan,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2226,CG,27,37,SMP,SMA,t.a,Cleaning Service,9,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2227,CG,34,39,SMA,SMA,t.a,Karyawan Toko,17,3,KDRT,Cerai
2228,CG,24,28,SMA,SMA,Wiraswasta,Honorer,2,1,Meninggalkan Salah Satu Pihak,Cerai
2229,CG,37,44,SD,SD,t.a,Buruh Bangunan,22,6,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2230,CT,24,25,SD,SMP,Penjual Ikan,t.a,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2231,CG,31,42,SD,SD,t.a,Penjual Sepatu,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2232,CG,31,24,S1,SMA,Staf Yayasan,Penjual Makanan,8,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2233,CG,25,28,SMP,SMP,t.a,Security,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2234,CG,31,32,SMP,SD,Penjual Bakso,Petani,5,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2235,CG,36,32,SMU,SMU,Karyawan PT,Karyawan,8,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2236,CG,23,24,D3,SMA,Honorer,Pelayaran,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2237,CG,34,31,SMK,SMA,Penjual Online,Karyawan,11,3,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2238,CG,32,32,SMA,SMA,Karyawan PT,Karyawan PT,10,3,Meninggalkan Salah Satu Pihak,Cerai
2239,CG,41,49,SMA,SMA,Penjual Kue,t.a,21,4,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2240,CT,31,34,SMA,SD,Pemborong Bangunan,t.a,7,1,Meninggalkan Salah Satu Pihak,Cerai
2241,CT,24,23,SMA,D3,Penjual Bawang,t.a,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2242,CG,25,26,SMK,SMA,t.a,t.a,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2243,CG,25,24,SMP,SMA,t.a,Karyawan PT,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2244,CG,45,50,SMA,SMP,Penjual Barang Campuran,TNI,25,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2245,CG,21,24,SMA,SMA,Karyawan PT,Karyawan,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2246,CG,40,41,SMP,SMK,ART,Buruh Harian,19,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2247,CG,19,27,SMA,SMA,t.a,Pelayaran,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2248,CG,26,36,SMA,SMA,t.a,Karyawan Hotel,7,0,Meninggalkan Salah Satu Pihak,Cerai
2249,CG,19,34,SD,SMP,Penjual Pakaian,Karyawan PT,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2250,CG,29,29,SMK,SMA,t.a,Supir,1,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2251,CG,46,49,S1,SMA,PNS,TNI,21,5,Meninggalkan Salah Satu Pihak,Cerai
2252,CG,21,30,SMP,SMA,t.a,Buruh Harian,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2253,CG,19,37,SD,SD,t.a,Nelayan,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2254,CG,20,27,SMP,SD,Karyawan,Supir,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2255,CG,18,24,SD,SD,t.a,Supir,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2256,CG,20,28,SMA,SMA,Karyawan Toko,Buruh Harian,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2257,CG,23,25,SMA,S1,Honorer,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2258,CT,43,18,SMP,SMP,Petani,t.a,18,0,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2259,CG,29,34,SD,SMA,Karyawan,t.a,10,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2260,CG,37,36,SD,SD,t.a,Supir,16,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2261,CG,37,32,SD,SMP,t.a,Karyawan,8,2,Meninggalkan Salah Satu Pihak,Cerai
2262,CT,28,26,SD,SD,Buruh Tambang,t.a,7,2,Meninggalkan Salah Satu Pihak,Cerai
2263,CG,29,23,SMP,SMA,Pengusaha Angkut Barang Berat,t.a,1,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2264,CG,33,36,SD,SD,t.a,Karyawan PT,4,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2265,CG,24,38,SMA,S1,Karyawan CV,PNS,7,1,KDRT,Cerai
2266,CG,30,29,SMP,SMP,Karyawan PT,Supir,10,1,Meninggalkan Salah Satu Pihak,Cerai
2267,CG,64,62,SMA,SMP,Pensiunan,Penjual Pakaian,30,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2268,CT,25,24,SD,SMA,Karyawan CV,t.a,5,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2269,CG,37,33,SD,SD,Buruh Bangunan,t.a,17,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2270,CG,31,35,SMA,SMA,Penjual Emas,Pengusaha Rental Mobil,7,1,Meninggalkan Salah Satu Pihak,Cerai
2271,CT,26,24,SMA,SMA,Karyawan,t.a,5,1,Meninggalkan Salah Satu Pihak,Cerai
2272,CG,20,24,SD,SMA,Karyawan PT,t.a,2,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2273,CG,27,30,SMA,SMA,t.a,Penjual Ikan,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2274,CT,41,41,SD,SD,Petani,t.a,14,1,Meninggalkan Salah Satu Pihak,Cerai
2275,CG,26,28,SMA,SMA,t.a,Petani,7,2,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2276,CG,27,35,SMA,SMA,Honorer,Supir,8,1,Perselisihan Dan Pertengkaran Terus Menerus,Tidak Cerai
2277,CT,29,29,SMA,SMA,Wiraswasta,t.a,3,1,Meninggalkan Salah Satu Pihak,Cerai
2278,CG,45,50,SMA,S1,t.a,PNS,24,5,Cacat Badan,Cerai
2279,CT,28,20,SMA,SMA,TNI,t.a,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2280,CG,18,32,SMA,S1,t.a,Karyawan PT,2,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2281,CT,37,29,SMU,SMU,Buruh Harian,Karyawan PT,11,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2282,CT,29,30,SMA,SMA,TNI,t.a,7,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2283,CG,39,34,SD,SD,t.a,Penjual Ikan,11,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2284,CG,21,28,SMA,SMP,t.a,Pelayaran,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2285,CG,29,46,SD,SD,t.a,Penjual Barang Campuran,14,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2286,CG,24,30,SMA,SMA,t.a,t.a,2,1,Meninggalkan Salah Satu Pihak,Cerai
2287,CG,20,26,SD,SD,Karyawan PT,Buruh Harian,4,1,Judi,Cerai
2288,CG,39,46,SMA,SMP,Honorer,Penjual Ikan,20,7,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2289,CG,38,37,SD,SD,t.a,Supir,17,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2290,CG,23,31,SMA,SMP,t.a,t.a,5,0,Meninggalkan Salah Satu Pihak,Cerai
2291,CT,50,42,SMP,t.a,Penjual Bakso,t.a,18,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2292,CG,52,51,SMA,D3,t.a,Karyawan Hotel,29,5,Meninggalkan Salah Satu Pihak,Cerai
2293,CG,30,22,S1,S2,Honorer,Security,4,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2294,CG,20,34,SD,SD,t.a,Buruh Harian,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2295,CT,35,29,SMA,SMP,Karyawan PT,t.a,9,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2296,CG,25,29,SMA,SMA,t.a,Buruh Harian,4,0,Meninggalkan Salah Satu Pihak,Cerai
2297,CG,28,28,S1,S1,t.a,Karyawan,3,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2298,CT,27,24,SMA,SMA,TNI,t.a,2,0,Meninggalkan Salah Satu Pihak,Cerai
2299,CG,54,60,S2,S2,PNS,Pensiunan,30,3,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2300,CG,30,33,SMA,SMA,t.a,Supir,12,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2301,CG,43,40,SD,SMA,t.a,Honorer,21,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2302,CG,32,41,SD,SD,t.a,Petani,18,3,Meninggalkan Salah Satu Pihak,Cerai
2303,CG,23,26,SMA,SMA,t.a,t.a,5,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2304,CT,26,25,SD,SMA,Karyawan,t.a,6,1,Meninggalkan Salah Satu Pihak,Cerai
2305,CG,41,49,SMA,SMA,t.a,Penjual Buah,16,2,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2306,CG,25,27,SMA,SMA,Honorer,Penjual Coto,6,1,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2307,CG,49,60,SD,t.a,t.a,Petani,9,0,Perselisihan Dan Pertengkaran Terus Menerus,Cerai
2308,CG,29,42,SD,SMP,t.a,Petani,14,3,Meninggalkan Salah Satu Pihak,Cerai
